,Unnamed: 0,name,nickname,wins,losses,draws,height,weight,reach,stance,dob,sig_str_pm,str_acc,strikes_abs_pm,sig_str_def,td_avg,td_acc,td_def,sub_avg,total_fights,birth_year,birth_month,birth_day
2197,2197,Rocky Lee,,3,2,0,64.0,145.0,71.55608591885442,Orthodox,1987-04-08,2.47,51.0,5.33,44.0,1.0,10.0,33.0,0.0,5,1987,4,8
2198,2198,Andrea Lee,KGB,13,11,0,61.0,125.0,69.0,Orthodox,1989-02-11,4.62,45.0,3.91,61.0,1.65,52.0,53.0,0.6,24,1989,2,11
2199,2199,JeongYeong Lee,Korean Tiger,11,3,0,65.0,145.0,73.0,Orthodox,1995-11-13,3.38,49.0,3.82,50.0,0.63,66.0,72.0,0.3,14,1995,11,13
2200,2200,JungHyun Lee,The Phenom,8,1,0,60.0,125.0,65.0,Orthodox,2002-09-10,4.27,39.0,6.2,38.0,0.0,0.0,64.0,0.0,9,2002,9,10
2201,2201,ChangHo Lee,,11,2,0,63.0,135.0,69.0,Orthodox,1994-05-09,3.88,66.0,2.13,37.0,3.2,34.0,40.0,0.3,13,1994,5,9
2202,2202,Macksom Lee,,9,1,0,67.0,135.0,75.0,Orthodox,1999-01-06,0.87,44.0,2.13,50.0,0.0,0.0,63.0,1.0,10,1999,1,6
2203,2203,Ricky Legere Jr.,IE Bad Boy,14,4,0,63.0,170.0,71.55608591885442,,1985-12-21,1.07,41.0,1.53,60.0,5.0,41.0,0.0,0.0,18,1985,12,21
2204,2204,Sherron Leggett,Rob Roy,21,6,0,63.0,155.0,71.55608591885442,Southpaw,1978-10-27,2.86,51.0,2.08,47.0,5.19,80.0,33.0,0.0,27,1978,10,27
2205,2205,Cheyden Leialoha,Steadfast,6,0,0,63.0,135.0,73.0,Orthodox,1994-03-15,1.87,28.0,3.2,53.0,2.0,33.0,71.0,0.0,6,1994,3,15
2206,2206,Claudia Leite,,8,3,0,58.0,135.0,64.0,Orthodox,1996-11-04,1.27,47.0,1.73,57.0,1.0,25.0,0.0,1.0,11,1996,11,4
2207,2207,Thales Leites,,28,9,0,67.0,185.0,78.0,Orthodox,1981-09-06,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,37,1981,9,6
2208,2208,Jovan Leka,,11,2,0,70.0,259.0,75.0,Orthodox,2002-03-15,1.6,75.0,0.6,43.0,1.0,100.0,55.0,1.0,13,2002,3,15
2209,2209,Stefan Leko,Blitz,0,3,0,68.0,215.0,71.55608591885442,Orthodox,1974-06-03,2.4,43.0,6.17,68.0,0.0,0.0,0.0,0.0,3,1974,6,3
2210,2210,Gabe Lemley,,13,9,0,63.0,155.0,71.55608591885442,Orthodox,1986-10-07,0.82,35.0,6.03,45.0,0.0,0.0,0.0,0.0,22,1986,10,7
2211,2211,Amanda Lemos,,15,5,1,59.0,115.0,65.0,Southpaw,1987-05-22,2.75,55.0,3.24,45.0,1.02,62.0,64.0,0.7,21,1987,5,22
2212,2212,Giacomo Lemos,,6,0,0,69.0,247.0,75.0,Orthodox,1989-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1989,6,23
2213,2213,Christophe Leninger,,3,4,0,66.0,200.0,71.55608591885442,Southpaw,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1986,10,7
2214,2214,Jesse Lennox,The Ox,14,4,0,64.0,170.0,72.0,Orthodox,1982-03-10,2.69,32.0,3.2,64.0,1.22,66.0,63.0,0.3,18,1982,3,10
2215,2215,Jean Francois Lenogue,,16,17,3,66.0,185.0,71.55608591885442,Orthodox,1972-11-29,1.13,34.0,0.27,60.0,0.0,0.0,33.0,0.0,36,1972,11,29
2216,2216,Nik Lentz,The Carny,30,12,1,63.0,145.0,68.0,Orthodox,1984-08-13,3.44,47.0,3.25,50.0,3.3,32.0,43.0,1.2,43,1984,8,13
2217,2217,Alberta Cerra Leon,,0,1,0,63.0,238.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1986,10,7
2218,2218,Victoria Leonardo,Fury,9,7,0,60.0,125.0,64.0,Orthodox,1990-02-16,3.22,38.0,4.81,47.0,1.57,27.0,71.0,0.0,16,1990,2,16
2219,2219,Anthony Leone,,15,8,0,61.0,135.0,71.55608591885442,Orthodox,1987-05-27,1.94,53.0,2.52,56.0,1.72,18.0,0.0,0.0,23,1987,5,27
2220,2220,Chad Leonhardt,The Boss,9,4,0,66.0,170.0,71.55608591885442,,1980-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1980,2,19
2221,2221,Kimo Leopoldo,,10,7,1,69.0,235.0,71.55608591885442,Orthodox,1968-01-05,0.76,83.0,2.12,30.0,4.55,100.0,0.0,2.3,18,1968,1,5
2222,2222,Michael Lerma,,0,1,0,64.77079303675049,170.0258818140174,71.55608591885442,,1973-11-18,0.0,0.0,6.47,45.0,0.0,0.0,0.0,0.0,1,1973,11,18
2223,2223,Lukasz Les,,8,3,0,64.77079303675049,170.0,71.55608591885442,,1981-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1981,11,5
2224,2224,Brock Lesnar,,5,3,1,69.0,265.0,81.0,Orthodox,1977-07-12,3.53,72.0,2.11,50.0,3.9,55.0,60.0,0.5,9,1977,7,12
2225,2225,Frank Lester,,11,6,1,66.0,170.0,71.55608591885442,Orthodox,1984-06-10,2.18,36.0,3.82,53.0,0.0,0.0,0.0,0.0,18,1984,6,10
2226,2226,Valerie Letourneau,Trouble,8,6,0,62.0,115.0,68.0,Orthodox,1983-04-29,4.51,37.0,5.4,58.0,0.77,45.0,66.0,0.3,14,1983,4,29
2227,2227,Leah Letson,Nidas,5,3,0,62.0,145.0,71.0,Southpaw,1992-08-21,3.06,41.0,3.84,52.0,0.51,50.0,76.0,0.0,8,1992,8,21
2228,2228,Justin Levens,The Executioner,10,7,0,66.0,185.0,71.55608591885442,Orthodox,1980-04-18,1.24,47.0,3.15,37.0,1.69,50.0,33.0,5.1,17,1980,4,18
2229,2229,Marcus LeVesseur,The Prospect,22,7,0,64.0,155.0,70.0,Southpaw,1982-07-17,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6,29,1982,7,17
2230,2230,David Levicki,,1,3,0,71.0,275.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1986,10,7
2231,2231,Kyle Levinton,,0,3,0,64.77079303675049,170.0258818140174,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1986,10,7
2232,2232,Natan Levy,Lethal,8,2,0,64.0,155.0,71.0,Southpaw,1991-09-30,3.7,52.0,3.19,58.0,5.03,58.0,41.0,0.5,10,1991,9,30
2233,2233,John Lewis,,3,4,3,66.0,155.0,71.55608591885442,Southpaw,1986-10-07,0.0,0.0,4.0,66.0,0.0,0.0,0.0,0.0,10,1986,10,7
2234,2234,Derrick Lewis,The Black Beast,29,13,1,69.0,260.0,79.0,Orthodox,1985-02-07,2.46,49.0,2.57,39.0,0.55,26.0,52.0,0.0,43,1985,2,7
2235,2235,Bevon Lewis,,7,3,0,69.0,185.0,79.0,Orthodox,1991-05-05,3.73,43.0,2.67,54.0,0.0,0.0,66.0,0.0,10,1991,5,5
2236,2236,Brandon Lewis,,6,2,0,59.0,135.0,70.0,Orthodox,1997-08-02,2.17,29.0,3.63,53.0,1.0,15.0,20.0,0.0,8,1997,8,2
2237,2237,Malik Lewis,Hard Knock,6,2,0,66.0,155.0,75.0,Orthodox,1996-03-04,4.16,45.0,5.66,40.0,3.98,40.0,50.0,0.0,8,1996,3,4
2238,2238,Chi Lewis-Parry,Chopper,7,0,2,75.0,243.0,71.55608591885442,,1983-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1983,8,10
2239,2239,Li Jingliang,The Leech,19,9,0,66.0,170.0,71.0,Orthodox,1988-03-20,4.46,42.0,3.95,56.0,1.19,41.0,60.0,0.0,28,1988,3,20
2240,2240,Li Yunfeng,,9,5,0,63.0,135.0,68.0,Orthodox,1999-03-08,0.53,29.0,2.55,35.0,0.0,0.0,50.0,0.0,14,1999,3,8
2241,2241,Liang Na,The Dragon Girl,19,8,0,60.0,125.0,67.0,Orthodox,1996-07-27,1.99,42.0,3.95,36.0,3.6,58.0,25.0,0.5,27,1996,7,27
2242,2242,Jess Liaudin,The Joker,20,11,0,64.0,170.0,72.0,Orthodox,1986-10-07,2.46,51.0,2.76,41.0,3.28,53.0,30.0,1.6,31,1986,10,7
2243,2243,Chuck Liddell,The Iceman,21,8,0,68.0,205.0,76.0,Orthodox,1969-12-17,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,29,1969,12,17
2244,2244,Rodrigo Lidio,Dynamis,12,3,0,66.0,155.0,73.0,Orthodox,1989-07-07,0.97,50.0,0.0,100.0,0.0,0.0,50.0,0.0,15,1989,7,7
2245,2245,Sam Liera,,12,10,0,64.77079303675049,170.0258818140174,71.55608591885442,,1983-11-26,0.82,60.0,7.36,51.0,0.0,0.0,66.0,0.0,22,1983,11,26
2246,2246,Zach Light,,9,11,0,63.0,170.0,71.55608591885442,Orthodox,1974-02-06,0.81,33.0,1.9,48.0,1.36,100.0,0.0,0.0,20,1974,2,6
2247,2247,Scott Lighty,,6,2,0,68.0,205.0,71.55608591885442,,1978-10-15,2.91,21.0,4.24,49.0,0.0,0.0,0.0,0.0,8,1978,10,15
2248,2248,Chris Liguori,,15,10,0,64.0,185.0,71.55608591885442,Orthodox,1986-10-07,0.29,33.0,1.44,0.0,0.0,0.0,50.0,0.0,25,1986,10,7
2249,2249,Donnie Liles,,17,7,0,64.0,170.0,71.55608591885442,Orthodox,1986-10-07,2.25,41.0,1.75,65.0,2.5,28.0,0.0,1.2,24,1986,10,7
2250,2250,Jae Suk Lim,,17,6,0,64.0,170.0,71.55608591885442,Orthodox,1979-11-09,2.43,50.0,4.05,37.0,12.16,100.0,100.0,0.0,23,1979,11,9
2251,2251,Hyun Gyu Lim,The Ace,13,7,1,69.0,170.0,77.0,Orthodox,1985-01-16,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,21,1985,1,16
2252,2252,Juliana Lima,Ju Thai,9,5,0,60.0,115.0,65.0,Orthodox,1982-03-15,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,14,1982,3,15
2253,2253,Dhiego Lima,,17,9,0,68.0,170.0,75.0,Orthodox,1989-01-31,3.12,39.0,3.88,58.0,1.26,34.0,73.0,0.6,26,1989,1,31
2254,2254,Douglas Lima,The Phenom,29,6,0,67.0,170.0,71.55608591885442,,1988-01-05,1.92,36.0,2.84,60.0,0.6,100.0,46.0,0.0,35,1988,1,5
2255,2255,Mabelly Lima,,7,1,0,57.0,135.0,71.55608591885442,Orthodox,1994-01-25,3.07,63.0,5.67,44.0,0.0,0.0,100.0,0.0,8,1994,1,25
2256,2256,Andre Lima,Mascote,11,0,0,62.0,125.0,67.0,Orthodox,1999-02-04,4.06,60.0,2.49,57.0,1.36,75.0,75.0,1.1,11,1999,2,4
2257,2257,Felipe Lima,Jungle Boy,14,2,0,61.0,135.0,68.0,Orthodox,1998-05-07,2.86,45.0,2.91,64.0,2.18,27.0,85.0,0.7,16,1998,5,7
2258,2258,Miguel Linares,,2,4,0,64.77079303675049,170.0258818140174,71.55608591885442,,1986-10-07,6.51,50.0,8.84,36.0,0.0,0.0,0.0,0.0,6,1986,10,7
2259,2259,Emiliano Linares,Golden Bull,8,2,0,63.0,145.0,72.0,Orthodox,1997-04-21,1.17,28.0,3.59,26.0,0.0,0.0,33.0,0.0,10,1997,4,21
2260,2260,Matt Lindland,The Law,22,9,0,66.0,185.0,74.0,Southpaw,1970-05-17,2.62,50.0,1.56,52.0,3.01,48.0,60.0,1.3,31,1970,5,17
2261,2261,Jake Lindsey,The Librarian,12,7,0,66.0,155.0,71.55608591885442,Switch,1986-06-21,3.44,52.0,4.01,46.0,0.65,33.0,50.0,0.0,19,1986,6,21
2262,2262,John Lineker,Hands of Stone,31,9,0,58.0,135.0,67.0,Orthodox,1990-06-12,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,40,1990,6,12
2263,2263,Austin Lingo,Lights Out,9,3,0,65.0,145.0,70.0,Orthodox,1994-07-10,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,12,1994,7,10
2264,2264,Lucio Linhares,,19,8,0,68.0,185.0,71.55608591885442,Orthodox,1973-12-08,0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,27,1973,12,8
2265,2265,Philipe Lins,Monstro,18,5,0,68.0,205.0,78.0,Orthodox,1985-08-17,3.8,49.0,3.59,46.0,1.65,33.0,100.0,0.0,23,1985,8,17
2266,2266,Tainara Lisboa,Thai Panther,7,4,0,62.0,135.0,67.0,Orthodox,1991-03-02,2.01,44.0,2.88,45.0,1.67,31.0,53.0,0.3,11,1991,3,2
2267,2267,Dean Lister,The Boogeyman,13,7,0,67.0,185.0,75.0,Orthodox,1976-02-13,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,20,1976,2,13
2268,2268,Wesley Little,,4,8,0,70.0,205.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1986,10,7
2269,2269,Adam Livingston,Bomb,6,1,0,68.0,155.0,71.0,Orthodox,2001-08-15,0.36,33.0,1.08,0.0,0.0,0.0,60.0,0.0,7,2001,8,15
2270,2270,James Llontop,Goku,14,5,0,66.0,155.0,73.0,Orthodox,1999-08-02,5.57,41.0,4.12,57.0,0.0,0.0,54.0,0.0,19,1999,8,2
2271,2271,Abner Lloveras,Skullman,20,9,1,66.0,155.0,71.55608591885442,,1982-09-04,6.27,49.0,6.87,43.0,2.0,20.0,0.0,0.0,30,1982,9,4
2272,2272,Brian Lo-A-Njoe,,6,10,3,62.0,155.0,71.55608591885442,Orthodox,1976-01-22,3.87,42.0,0.0,0.0,0.0,0.0,66.0,0.0,19,1976,1,22
2273,2273,John Lober,The Machine,5,9,4,66.0,199.0,71.55608591885442,Orthodox,1968-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1968,2,26
2274,2274,Artem Lobov,The Russian Hammer,13,15,1,64.0,145.0,65.0,Southpaw,1986-08-11,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,29,1986,8,11
2275,2275,Dylan Lockard,,6,2,0,64.0,145.0,72.0,Orthodox,1992-05-19,1.31,53.0,3.31,52.0,2.31,40.0,28.0,1.2,8,1992,5,19
2276,2276,Ryan Loder,Man of Steel,8,3,0,68.0,185.0,76.0,Southpaw,1991-06-05,5.1,69.0,2.46,50.0,1.37,14.0,100.0,1.4,11,1991,6,5
2277,2277,Sean Loeffler,The Destroyer,31,5,0,69.0,185.0,71.55608591885442,Orthodox,1982-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,1982,5,23
2278,2278,Christian Lohsen,Hollywood,4,2,0,68.0,155.0,77.0,Southpaw,1995-01-24,5.27,49.0,6.93,44.0,0.0,0.0,0.0,2.0,6,1995,1,24
2279,2279,David Loiseau,The Crow,23,11,0,66.0,185.0,76.0,Orthodox,1979-12-17,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,34,1979,12,17
2280,2280,Hector Lombard,,34,10,2,64.0,185.0,71.0,Southpaw,1978-02-02,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,46,1978,2,2
2281,2281,Michael Lombardo,The Don,11,2,1,66.0,170.0,72.0,Orthodox,1990-04-03,1.47,62.0,2.63,31.0,2.5,21.0,60.0,0.0,14,1990,4,3
2282,2282,Rocky Long,,21,37,1,64.77079303675049,145.0,71.55608591885442,,1978-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,1978,2,18
2283,2283,Thomas Longacre,,6,1,0,64.0,145.0,71.55608591885442,Orthodox,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1986,10,7
2284,2284,Loma Lookboonmee,,10,4,0,56.0,115.0,61.0,Orthodox,1996-01-18,3.67,55.0,2.52,53.0,1.81,50.0,68.0,0.1,14,1996,1,18
2285,2285,Ange Loosa,The Last Ninja,10,5,1,65.0,170.0,74.0,Orthodox,1993-03-18,5.46,46.0,6.59,52.0,2.53,39.0,83.0,0.2,16,1993,3,18
2286,2286,Lucas Lopes,,29,19,0,68.0,185.0,71.55608591885442,,1979-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1979,10,5
2287,2287,Dileno Lopes,,19,3,0,60.0,135.0,71.55608591885442,,1984-09-26,2.37,36.0,3.33,53.0,2.5,31.0,100.0,1.5,22,1984,9,26
2288,2288,Diego Lopes,,27,8,0,66.0,145.0,72.0,Orthodox,1994-12-30,3.83,47.0,4.56,45.0,0.88,50.0,68.0,1.4,35,1994,12,30
2289,2289,Bruno Lopes,Brunao,14,2,0,68.0,205.0,74.0,Orthodox,1993-04-24,2.81,43.0,3.38,57.0,2.51,33.0,100.0,0.0,16,1993,4,24
2290,2290,Arthur Lopes,Demolidor,6,2,0,68.0,234.0,77.0,Southpaw,1993-02-17,9.74,41.0,14.87,45.0,0.0,0.0,0.0,0.0,8,1993,2,17
2291,2291,Ivan Lopez,,14,3,1,61.0,135.0,71.55608591885442,Southpaw,1986-10-07,0.9,26.0,2.24,65.0,0.0,0.0,30.0,0.0,18,1986,10,7
2292,2292,Steve Lopez,,13,6,1,66.0,155.0,71.55608591885442,Orthodox,1984-07-30,1.39,24.0,2.69,62.0,0.0,0.0,37.0,0.0,20,1984,7,30
2293,2293,Federico Lopez,Kiko,10,6,0,59.0,139.0,71.55608591885442,Orthodox,1984-01-04,1.78,23.0,5.35,30.0,0.0,0.0,0.0,0.0,16,1984,1,4
2294,2294,Jorge Lopez,,11,5,0,65.0,170.0,71.55608591885442,Orthodox,1988-11-21,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,16,1988,11,21
2295,2295,Christopher Lopez,,9,1,1,65.0,170.0,71.55608591885442,,1986-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1986,1,30
2296,2296,Matthew Lopez,,10,4,0,62.0,135.0,69.0,Southpaw,1987-01-21,3.13,50.0,3.73,55.0,3.32,60.0,71.0,1.3,14,1987,1,21
2297,2297,Benito Lopez,Golden Boy,10,2,0,65.0,135.0,73.0,Switch,1994-04-06,4.39,45.0,5.18,56.0,0.0,0.0,73.0,0.3,12,1994,4,6
2298,2298,Gustavo Lopez,,12,6,1,60.0,135.0,67.0,Orthodox,1989-06-27,2.48,40.0,3.87,57.0,1.74,41.0,31.0,0.7,19,1989,6,27
2299,2299,Alik Lorenz,,6,2,0,68.0,205.0,77.0,Orthodox,1997-01-25,2.0,33.0,32.0,11.0,0.0,0.0,0.0,0.0,8,1997,1,25
2300,2300,Brendan Loughnane,,17,3,0,65.0,145.0,70.0,Switch,1989-12-05,6.23,63.0,6.7,53.0,1.5,30.0,92.0,0.0,20,1989,12,5
2301,2301,Nate Loughran,,11,2,0,68.0,185.0,71.55608591885442,Orthodox,1980-07-28,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,13,1980,7,28
2302,2302,Caolan Loughran,The Don,10,2,0,61.0,135.0,68.0,Orthodox,1996-05-18,4.73,42.0,5.2,52.0,3.0,34.0,87.0,0.0,12,1996,5,18
2303,2303,Rashard Lovelace,,4,1,0,64.77079303675049,155.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1986,10,7
2304,2304,Ian Loveland,The Barn Owl,18,10,0,63.0,145.0,71.55608591885442,Orthodox,1983-09-07,2.71,40.0,2.36,64.0,1.0,37.0,69.0,0.3,28,1983,9,7
2305,2305,Jakob Lovstad,The Striking Viking,11,4,0,69.0,205.0,71.55608591885442,Orthodox,1979-12-28,0.0,0.0,9.43,35.0,0.0,0.0,0.0,0.0,15,1979,12,28
2306,2306,Waylon Lowe,,16,7,2,62.0,145.0,71.55608591885442,Southpaw,1980-10-31,1.88,55.0,2.4,53.0,4.47,55.0,83.0,0.3,25,1980,10,31
2307,2307,Brandon Lowe,,2,1,0,64.77079303675049,155.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1986,10,7
2308,2308,Joe Lowry,,9,2,0,66.0,155.0,73.0,Orthodox,1989-12-12,3.97,34.0,4.25,63.0,0.0,0.0,0.0,0.0,11,1989,12,12
2309,2309,Lu Kai,The Last Gladiator,8,5,1,64.0,145.0,69.0,Orthodox,1994-03-01,3.76,43.0,5.51,55.0,2.62,50.0,100.0,2.6,14,1994,3,1
2310,2310,Lu Zhengyong,,12,7,0,64.77079303675049,125.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1986,10,7
2311,2311,Robert Lucarelli,,0,1,0,68.0,245.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1986,10,7
2312,2312,Matt Lucas,Luke Duke,15,3,0,67.0,205.0,71.55608591885442,,1973-12-27,1.27,48.0,3.93,40.0,1.0,10.0,0.0,0.0,18,1973,12,27
2313,2313,Cleber Luciano,,14,6,0,61.0,155.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1986,10,7
2314,2314,Stephanie Luciano,Rondinha,7,2,1,61.0,115.0,65.0,Orthodox,1999-12-16,5.2,42.0,3.04,64.0,1.3,71.0,80.0,0.3,10,1999,12,16
2315,2315,Iasmin Lucindo,,18,6,0,58.0,115.0,66.0,Orthodox,2002-01-08,3.22,45.0,2.8,62.0,2.28,55.0,68.0,0.1,24,2002,1,8
2316,2316,Duane Ludwig,Bang,21,14,0,65.0,170.0,70.0,Orthodox,1978-08-04,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,35,1978,8,4
2317,2317,Lawrence Lui,Lok Yin,8,1,0,62.0,135.0,72.0,Orthodox,1996-08-04,3.72,39.0,3.32,60.0,5.3,40.0,100.0,0.0,9,1996,8,4
2318,2318,Mike Lullo,,8,3,0,63.0,145.0,71.55608591885442,Orthodox,1979-07-24,2.48,36.0,4.84,40.0,1.18,11.0,0.0,0.6,11,1979,7,24
2319,2319,Juan Andres Luna,,12,1,0,62.0,125.0,72.0,Orthodox,1995-08-20,3.27,31.0,3.0,65.0,0.0,0.0,0.0,0.0,13,1995,8,20
2320,2320,Paula Luna,La Prodigia,5,3,0,57.0,125.0,62.0,Orthodox,1999-07-05,0.65,50.0,6.2,17.0,0.0,0.0,0.0,0.0,8,1999,7,5
2321,2321,Santiago Luna,BorderBoy,7,0,0,64.0,135.0,74.0,Orthodox,2004-08-06,5.36,37.0,4.29,50.0,0.0,0.0,100.0,0.0,7,2004,8,6
2322,2322,Dalcha Lungiambula,Champion,11,6,0,63.0,185.0,76.0,Orthodox,1987-07-31,3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,17,1987,7,31
2323,2323,Alexandru Lungu,,14,4,0,66.0,385.0,71.55608591885442,Orthodox,1974-09-03,3.61,66.0,7.22,40.0,0.0,0.0,0.0,0.0,18,1974,9,3
2324,2324,Vicente Luque,The Silent Assassin,23,12,1,66.0,170.0,75.0,Orthodox,1991-11-27,4.83,51.0,5.3,51.0,0.9,48.0,60.0,0.7,36,1991,11,27
2325,2325,Thaddeus Luster,,0,1,0,69.0,210.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1986,10,7
2326,2326,Travis Lutter,The Serial Killer,10,6,0,66.0,185.0,75.0,Orthodox,1973-05-12,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,16,1973,5,12
2327,2327,Joilton Lutterbach,Peregrino,38,9,1,67.0,185.0,75.0,Orthodox,1992-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1992,11,5
2328,2328,Tucker Lutz,Top Gun,12,4,0,63.0,145.0,72.0,Orthodox,1994-07-12,3.74,46.0,3.25,44.0,1.99,44.0,69.0,0.2,16,1994,7,12
2329,2329,Lv Zhenhong,,16,6,0,63.0,145.0,67.0,Switch,1993-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1993,6,25
2330,2330,Stevie Lynch,,5,2,0,65.0,170.0,71.55608591885442,Orthodox,1986-10-07,2.47,25.0,7.06,41.0,0.0,0.0,0.0,0.0,7,1986,10,7
2331,2331,Adam Lynn,,17,10,1,65.0,155.0,71.55608591885442,Orthodox,1977-11-16,1.47,63.0,6.95,10.0,0.0,0.0,50.0,0.0,28,1977,11,16
2332,2332,Chris Lytle,Lights Out,31,18,5,66.0,170.0,68.0,Orthodox,1974-08-18,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,54,1974,8,18
2333,2333,Dong Hyun Ma,Maestro,16,11,3,66.0,155.0,70.0,Orthodox,1988-09-09,2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,30,1988,9,9
2334,2334,Pawan Maan,,7,3,1,62.0,155.0,70.0,Orthodox,1986-04-06,0.89,44.0,2.98,43.0,0.0,0.0,0.0,0.0,11,1986,4,6
2335,2335,William Macario,Patolino,9,3,0,66.0,170.0,75.0,Orthodox,1991-07-01,4.92,54.0,3.96,65.0,1.85,45.0,78.0,0.0,12,1991,7,1
2336,2336,Jason MacDonald,The Athlete,25,16,0,69.0,185.0,80.0,Orthodox,1975-06-03,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,41,1975,6,3
2337,2337,Rob MacDonald,Maximus,5,4,0,69.0,205.0,78.0,Orthodox,1978-09-05,1.8,50.0,2.04,46.0,7.19,80.0,80.0,5.4,9,1978,9,5
2338,2338,Rory MacDonald,Red King,19,4,0,66.0,170.0,76.0,Orthodox,1989-07-22,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,23,1989,7,22
2339,2339,Ryan MacDonald,Main Event,10,2,0,66.0,135.0,71.0,Switch,1993-03-18,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,12,1993,3,18
2340,2340,Clayton MacFarlane,,4,1,0,64.77079303675049,170.0,71.55608591885442,,1986-10-07,1.33,52.0,1.82,55.0,1.05,33.0,37.0,0.0,5,1986,10,7
2341,2341,Ilima Macfarlane,,6,0,0,59.0,125.0,71.55608591885442,,1986-10-07,4.13,43.0,2.93,65.0,0.0,0.0,50.0,1.0,6,1986,10,7
2342,2342,Valesca Machado,Tina Black,8,3,1,59.0,115.0,63.0,Orthodox,1996-05-06,2.4,32.0,2.87,64.0,0.0,0.0,76.0,0.0,12,1996,5,6
2343,2343,Caio Machado,Bigfoot,8,4,1,70.0,250.0,78.0,Southpaw,1994-07-20,5.82,53.0,2.87,63.0,0.0,0.0,82.0,0.0,13,1994,7,20
2344,2344,Ian Machado Garry,The Future,17,1,0,69.0,170.0,74.0,Orthodox,1997-11-17,4.78,54.0,2.86,52.0,0.92,31.0,80.0,0.4,18,1997,11,17
2345,2345,Lyoto Machida,The Dragon,24,8,0,67.0,185.0,74.0,Southpaw,1978-05-30,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,32,1978,5,30
2346,2346,War Machine,,14,5,0,66.0,170.0,71.55608591885442,Orthodox,1981-11-30,2.32,60.0,3.17,43.0,1.16,50.0,40.0,0.0,19,1981,11,30
2347,2347,Anthony Macias,Mad Dog,26,18,0,64.0,185.0,71.55608591885442,Switch,1969-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,1969,2,9
